0	1716110170.1898901
1	1716110230.1911304
2	1716110230.191179
3	1716110230.19121
4	1716110230.1912205
5	1716110230.19123
6	1716110230.1912382
7	1716110230.1912463
8	1716110230.1912553
9	1716110230.1912663
10	1716110230.191276
11	1716110230.1912847
12	1716110230.1912944
13	1716110230.1913023
14	1716110230.1913104
15	1716110230.1913188
16	1716110230.1913264
17	1716110230.1913354
18	1716110230.1913433
19	1716110230.1913507
20	1716110230.1913586
21	1716110230.1913674
22	1716110230.191376
23	1716110230.1913834
24	1716110230.1913908
25	1716110230.1914
26	1716110230.191408
27	1716110230.1914158
28	1716110230.1914232
29	1716110230.1914308
30	1716110230.191439
31	1716110230.1914463
32	1716110230.1914544
33	1716110230.1914628
34	1716110230.1914701
35	1716110230.191478
36	1716110230.1914861
37	1716110230.1915357
38	1716110230.1915479
39	1716110230.191557
40	1716110230.1915653
41	1716110230.1915731
42	1716110230.1915812
43	1716110230.1915889
44	1716110230.191597
45	1716110230.2378545
46	1716110230.237888
47	1716110230.2379003
48	1716110230.2379103
49	1716110230.2379193
50	1716110230.2379282
51	1716110230.2379375
52	1716110230.237946
53	1716110230.2379553
54	1716110230.2379637
55	1716110230.2379718
56	1716110230.2379801
57	1716110230.2379942
58	1716110230.238003
59	1716110230.238011
60	1716110230.23802
61	1716110230.2380276
62	1716110230.2380357
63	1716110230.2380438
64	1716110230.238052
65	1716110230.2380602
66	1716110230.2380686
67	1716110230.2380764
68	1716110230.2380848
69	1716110230.2380927
70	1716110230.2381008
71	1716110230.2381089
72	1716110230.2381172
73	1716110230.2381263
74	1716110230.2381344
75	1716110230.2381425
76	1716110230.2381504
77	1716110230.2381582
78	1716110230.2381666
79	1716110230.2381744
80	1716110230.238182
81	1716110230.2381904
82	1716110230.238198
83	1716110230.2382073
84	1716110230.2382154
85	1716110230.238223
86	1716110230.2382336
87	1716110230.238242
88	1716110230.2382498
89	1716110230.2382576
90	1716110230.2382653
91	1716110230.2382736
92	1716110230.238283
93	1716110230.238291
94	1716110230.2382987
95	1716110230.2383063
96	1716110230.2383144
97	1716110230.2383227
98	1716110230.2383306
99	1716110230.2383404
100	1716110230.2383506
101	1716110230.2383595
102	1716110230.2383678
103	1716110230.2383761
104	1716110230.2383845
105	1716110230.238392
106	1716110230.2383997
107	1716110230.2384076
108	1716110230.238415
109	1716110230.2384233
110	1716110230.2384312
111	1716110230.2384415
112	1716110230.2384498
113	1716110230.2384582
114	1716110230.238467
115	1716110230.2384753
116	1716110230.2384832
117	1716110230.2399302
118	1716110230.239944
119	1716110230.2399545
120	1716110230.2399642
121	1716110230.2399728
122	1716110230.2399814
123	1716110230.2399893
124	1716110230.24
125	1716110230.2400084
126	1716110230.2400165
127	1716110230.240024
128	1716110230.240032
129	1716110230.2400408
130	1716110230.2400494
131	1716110230.2400572
132	1716110230.240067
133	1716110230.2400753
134	1716110230.2400835
135	1716110230.2400918
136	1716110230.2401013
137	1716110230.24011
138	1716110230.2401178
139	1716110230.2401266
140	1716110230.2401347
141	1716110230.2401717
142	1716110230.240182
143	1716110230.2401903
144	1716110230.2401981
145	1716110230.2402065
146	1716110230.2402146
147	1716110230.240222
148	1716110230.2402296
149	1716110230.2402375
150	1716110230.240245
151	1716110230.2402527
152	1716110230.2402608
153	1716110230.2402685
154	1716110230.2402766
155	1716110230.2402844
156	1716110230.2402918
157	1716110230.2402995
158	1716110230.2403078
159	1716110230.240316
160	1716110230.2403238
161	1716110230.2403312
162	1716110230.2403395
163	1716110230.2403474
164	1716110230.2403553
165	1716110230.2403636
166	1716110230.2403722
167	1716110230.2403805
168	1716110230.2403886
169	1716110230.2403963
170	1716110230.2404044
171	1716110230.2404125
172	1716110230.2404206
173	1716110230.2404287
174	1716110230.2404366
175	1716110230.2404444
176	1716110230.2404525
177	1716110230.2404604
178	1716110230.2404683
179	1716110230.2404761
180	1716110230.240484
181	1716110230.2404919
182	1716110230.2404993
183	1716110230.2405071
184	1716110230.240515
185	1716110230.240523
186	1716110230.2405307
187	1716110230.2405381
188	1716110230.240546
189	1716110230.2405536
190	1716110230.2405617
191	1716110230.2405694
192	1716110230.2405775
193	1716110230.2405853
194	1716110230.2405932
195	1716110230.240601
196	1716110230.2406092
197	1716110230.240617
